hostname,id,location,family,platformId,role,serialNumber,upTime,errorCode
PTT-TH-HO-B2-FL4-AP3802I-2,96db595e-88c5-41ac-a963-80f79142752e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVH,"34 days, 00:59:41.590",null
PTT-TH-HO-B2-FL4-AP3802I-3,ee15e7cc-1ad0-49c9-9353-de757ed2f7a2,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVB,"34 days, 00:59:44.410",null
PTT-TH-HO-B2-FL4-AP3802I-4,aa76db5c-0630-4724-98db-816edd12d86a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0G,"34 days, 00:59:45.440",null
PTT-TH-HO-B2-FL4-AP3802I-5,be4845e7-1260-402f-b0b1-8b44b108fcdd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUS,"34 days, 00:59:42.620",null
PTT-TH-HO-B2-FL4-AP3802I-6,b2bb9e5f-2d5c-41d0-a647-1e07d2252d65,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVF,"34 days, 00:59:43.290",null
PTT-TH-HO-B2-FL4-AP3802I-7,62786d51-c7ee-40f8-aad2-f89999a50ecb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZF,"34 days, 00:59:44.610",null
PTT-TH-HO-B2-FL4-AP3802I-8,a5984cf2-308b-4568-bd75-e92345301588,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYW,"34 days, 00:59:41.590",null
PTT-TH-HO-B2-FL4-AP3802I-9,552e3967-b808-4e68-bd97-6694316d9b3c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC61,"34 days, 00:59:43.650",null
PTT-TH-HO-B2-FL5-AP3802I-1,fc1d8886-18b9-4343-82b9-814cc770102c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUG,"34 days, 00:59:38.230",null
PTT-TH-HO-B2-FL5-AP3802I-10,3048f4b9-61a4-4906-b1cf-863d14a8fb7a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2M,"34 days, 00:59:39.510",null
PTT-TH-HO-B2-FL5-AP3802I-11,2ca04553-8af3-41ef-9eae-ef8745d5ee33,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACD0,"34 days, 00:59:37.370",null
PTT-TH-HO-B2-FL5-AP3802I-12,bb3d69db-e294-4d23-97dd-58c8c8f6335a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYH,"34 days, 00:59:37.460",null
PTT-TH-HO-B2-FL5-AP3802I-13,ae12a63a-4434-432c-979f-9b6023ea8c26,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYG,"34 days, 00:59:39.450",null
PTT-TH-HO-B2-FL5-AP3802I-14,46b56190-3f72-4397-bc61-3708ca86055f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACE3,"34 days, 00:59:37.650",null
PTT-TH-HO-B2-FL5-AP3802I-15,28fbc0dc-1a3d-410d-a4d9-bf1cf08e640d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXH,"34 days, 00:59:37.620",null
PTT-TH-HO-B2-FL5-AP3802I-2,73c7afa6-7d61-40b6-9fcf-9e13b41fc865,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC78,"34 days, 00:59:38.470",null
PTT-TH-HO-B2-FL5-AP3802I-3,5fd19e0a-abd3-4318-8cd6-06a7e2c6d140,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYX,"34 days, 00:59:36.210",null
PTT-TH-HO-B2-FL5-AP3802I-4,bb40022f-5b03-4387-b1b2-19c26ab3094b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCR,"34 days, 00:59:38.690",null
PTT-TH-HO-B2-FL5-AP3802I-5,d0670191-0f49-4607-a30f-13464b4de53a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC9W,"34 days, 00:59:37.680",null
PTT-TH-HO-B2-FL5-AP3802I-6,ab223c4b-0ce7-46f5-9fd4-b2d71b3a7eb8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC9B,"34 days, 00:59:36.390",null
PTT-TH-HO-B2-FL5-AP3802I-7,b28ad17a-5e1f-4776-b6ec-7a76922fb67d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7V,"34 days, 00:59:38.560",null
PTT-TH-HO-B2-FL5-AP3802I-8,e485f631-ed82-4fe3-a1db-9a2a48fa824a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXX,"34 days, 00:59:37.240",null
PTT-TH-HO-B2-FL5-AP3802I-9,32a13063-ca1f-4f13-b843-be79ad7507c9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC3L,"34 days, 00:59:36.640",null
PTT-TH-HO-B2-FL6-AP3802I-1,0882c564-c75d-41fd-add5-48c6668de749,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABX9,"9 days, 20:40:48.200",null
PTT-TH-HO-B2-FL6-AP3802I-10,8090281e-aea9-4f11-9517-34bceb016579,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWE,"9 days, 20:40:49.550",null
PTT-TH-HO-B2-FL6-AP3802I-11,80eceae4-2db1-4f79-86a3-85b0090df82d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYA,"9 days, 20:40:47.250",null
PTT-TH-HO-B2-FL6-AP3802I-12,87234ffa-d92b-4c28-828d-b6ca0731e97f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYE,"9 days, 20:40:45.650",null
PTT-TH-HO-B2-FL6-AP3802I-13,6e8e3ab4-9589-445b-b515-40c20a6155e6,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVP,"9 days, 20:40:49.290",null
PTT-TH-HO-B2-FL6-AP3802I-14,065b202f-5f84-4593-8d33-6dafa18ce281,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZU,"9 days, 20:40:47.600",null
PTT-TH-HO-B2-FL6-AP3802I-15,1112b4f8-5855-493e-b932-eafabd738770,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUE,"9 days, 20:40:45.630",null
PTT-TH-HO-B2-FL6-AP3802I-2,ee98a837-e67a-4bec-a9da-ce703e9fd248,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUQ,"9 days, 20:40:48.410",null
PTT-TH-HO-B2-FL6-AP3802I-3,5377b747-d475-449a-95aa-1c90be67c54a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC6U,"9 days, 20:40:45.470",null
PTT-TH-HO-B2-FL6-AP3802I-4,7e19a06f-f9ae-4bff-8517-855492045eb7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXM,"9 days, 20:40:49.450",null
PTT-TH-HO-B2-FL6-AP3802I-5,7b7082e4-e724-4930-9ba6-0b6cf3d99af3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUW,"9 days, 20:40:47.490",null
PTT-TH-HO-B2-FL6-AP3802I-6,1f5d13da-34ea-49ec-be7b-0dd60f549770,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC6T,"9 days, 20:40:45.560",null
PTT-TH-HO-B2-FL6-AP3802I-7,85f4d930-bf9e-4ec9-82ed-2606342aaeef,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC00,"9 days, 20:40:48.210",null
PTT-TH-HO-B2-FL6-AP3802I-8,22373fe8-17d1-4ec3-9098-dc79c5a6eecb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYM,"9 days, 20:40:47.620",null
PTT-TH-HO-B2-FL6-AP3802I-9,6ab1f86a-e78f-4de8-a832-3e64929a1a7d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV8,"9 days, 20:40:45.620",null
PTT-TH-HO-B2-FL7-AP3802I-1,9c7ad77a-9eb5-4dc6-b7f3-b6d9ccd87f4f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVW,"15 days, 20:07:53.540",null
PTT-TH-HO-B2-FL7-AP3802I-10,bf9831fe-761f-409f-a306-79390e15bd13,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0V,"15 days, 20:07:49.450",null
PTT-TH-HO-B2-FL7-AP3802I-11,1ecf0df4-b411-437e-b331-14f1b2a368f0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0A,"15 days, 20:08:02.600",null
PTT-TH-HO-B2-FL7-AP3802I-12,98871ae3-0938-46d1-b4ba-f28a098fbaac,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZS,"15 days, 20:08:16.290",null
PTT-TH-HO-B2-FL7-AP3802I-13,5c6db365-c40c-4c81-a2e8-b40defd06b56,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZG,"15 days, 20:07:46.600",null
PTT-TH-HO-B2-FL7-AP3802I-14,f7689635-521d-4252-a24d-1210811ca2de,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYB,"15 days, 20:07:22.590",null
PTT-TH-HO-B2-FL7-AP3802I-15,20dcaa0e-e387-4c32-880c-f5b84d353a72,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC09,"15 days, 20:08:28.520",null
PTT-TH-HO-B2-FL7-AP3802I-2,7c2c3973-b91d-43bf-a556-26dfdd81f097,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC64,"15 days, 20:08:10.390",null
PTT-TH-HO-B2-FL7-AP3802I-3,59b4a1ab-e9fb-47cc-8208-195c19b78aaf,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUM,"13 days, 20:05:31.100",null
PTT-TH-HO-B2-FL7-AP3802I-4,30966d4b-c64c-4489-baf5-f6a4ce0a70f7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZZ,"15 days, 20:07:59.210",null
PTT-TH-HO-B2-FL7-AP3802I-5,13864cf6-46e1-47f7-9630-f7f52ec6ccfd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW6,"15 days, 20:08:23.580",null
PTT-TH-HO-B2-FL7-AP3802I-6,df30387d-ab4d-4426-b4dc-2a723ce68bb8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC6,"15 days, 20:08:38.690",null
PTT-TH-HO-B2-FL7-AP3802I-7,aadb8bc8-2240-4d51-a0a8-24b4d8342b1b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC9,"15 days, 20:08:06.110",null
PTT-TH-HO-B2-FL7-AP3802I-8,9ea459a2-c5be-4d6b-b963-eb80ce48d9f9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBV,"14 days, 06:39:21.680",null
PTT-TH-HO-B2-FL7-AP3802I-9,cee9bfbe-41f8-482f-93dc-634e7ebb52e7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC2,"15 days, 20:08:19.380",null
PTT-TH-HO-B2-FL8-AP3802I-1,28b59706-ab85-4bf8-97e8-a3e6937c3482,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVV,"34 days, 01:01:51.600",null
PTT-TH-HO-B2-FL8-AP3802I-2,bf6ca4ca-b7c5-4ee6-9eba-b60d7855d87d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWB,"34 days, 01:01:50.460",null
PTT-TH-HO-B2-FL8-AP3802I-3,85a3fad8-0353-4ca5-954c-02565b4469da,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1B,"34 days, 01:01:51.640",null
PTT-TH-HO-B2-FL8-AP3802I-4,e5b4127b-c3e0-477d-9231-ee7f752ff282,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXJ,"34 days, 01:01:49.280",null
PTT-TH-HO-B2-FL8-AP3802I-5,8317ca3a-73c0-4e29-8265-d999ed715e79,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7Z,"34 days, 01:01:50.580",null
PTT-TH-HO-B2-FL8-AP3802I-6,a001d3f3-8f7a-4e6a-b2a5-f741c2eb45c9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC9Y,"34 days, 01:01:51.650",null
PTT-TH-HO-B2-FL8-AP3802I-7,da959858-f101-43f6-bc18-02ade8c5db4f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUJ,"34 days, 01:01:51.640",null
PTT-TH-HO-B2-FL8-AP3802I-8,3fa44b28-1e58-4736-abe6-b05b00ee6d43,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABTZ,"34 days, 01:01:50.410",null
PTT-TH-HO-B2-FL8-AP3802I-9,66671447-eaa3-462e-923c-04c62e45e576,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAF,"34 days, 01:01:52.480",null
PTT-TH-HO-B2-FL9-AP3802I-1,5a05b74b-da6a-4c38-9378-ff4d3747032d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUV,"34 days, 01:01:51.500",null
PTT-TH-HO-B2-FL9-AP3802I-2,55220e58-e22a-4036-8d4f-29c1129fbf6e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACD4,"34 days, 01:01:51.660",null
PTT-TH-HO-B2-FL9-AP3802I-3,421b4fd3-14b5-4e99-a4ee-fc193b2dbe96,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACB4,"34 days, 01:01:54.570",null
PTT-TH-HO-B2-FLB-AP3802I-1,9a48eb5d-ee24-4338-b48c-4f74b0a15f2f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC6X,"8 days, 10:08:38.560",null
PTT-TH-HO-B2-FLB-AP3802I-2,3345e65f-513a-4117-9c47-62af75db1873,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUF,"8 days, 10:08:38.240",null
PTT-TH-HO-B2-FLB-AP3802I-3,18363ad9-9959-4b81-957a-07275c7d4cf3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC60,"8 days, 10:08:37.260",null
PTT-TH-HO-B2-FLM-AP3802-12-Tmp,dc86d145-6d36-411f-8f42-0077b7f664a1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACWE,"8 days, 10:08:38.490",null
PTT-TH-HO-B2-FLM-AP3802I-1,ad3cfcac-5074-4e94-ac57-b3025401205b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACB1,"36 days, 13:08:32.190",null
PTT-TH-HO-B2-FLM-AP3802I-10,b35024d5-c7e7-473f-bd3f-00e2c0702374,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXD,"34 days, 00:59:49.420",null
PTT-TH-HO-B2-FLM-AP3802I-11,f170af54-ea02-4476-8118-107b055e73e5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABTX,"34 days, 00:59:50.110",null
PTT-TH-HO-B2-FLM-AP3802I-2,7fcfda5c-6c90-4296-8158-942e3177fd0f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVZ,"36 days, 13:36:55.470",null
PTT-TH-HO-B2-FLM-AP3802I-3,a31fe57d-2a9f-4831-883f-82c5d40aea78,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZX,"34 days, 00:59:49.200",null
PTT-TH-HO-B2-FLM-AP3802I-4,58336dc5-628e-40ae-b7bc-97663ed59371,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAG,"34 days, 00:59:50.270",null
PTT-TH-HO-B2-FLM-AP3802I-5,fe0be424-1739-419a-b8ce-9b261cec6e9d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABTV,"18 days, 04:12:54.360",null
PTT-TH-HO-B2-FLM-AP3802I-6,c5a871df-c734-4cea-a880-a4df3fe19971,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7B,"34 days, 00:59:50.260",null
PTT-TH-HO-B2-FLM-AP3802I-7,f1ebd830-2013-4e15-908a-361d5dc6596a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACA4,"34 days, 00:59:49.100",null
PTT-TH-HO-B2-FLM-AP3802I-8,83fa8ab3-f482-4e1e-92d5-e93aefb5c550,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACB6,"34 days, 00:59:51.670",null
PTT-TH-HO-B2-FLM-AP3802I-9,eba46c26-c62e-4a75-9d24-ada6ff1af6ab,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY6,"34 days, 00:59:51.220",null
PTT-TH-HO-B3-FL1-AP3802I-1,f039889b-f01b-49b3-9b0a-35c002ed0062,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUR,"8 days, 10:08:15.200",null
PTT-TH-HO-B3-FL1-AP3802I-2,5e356598-26da-4fc4-83f7-a790405ac477,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXV,"8 days, 10:08:25.630",null
PTT-TH-HO-B3-FL1-AP3802I-3,472d3903-d16b-4327-8d92-c5887d8e2882,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACA8,"8 days, 10:08:14.110",null
PTT-TH-HO-B3-FL1-AP3802I-4,61f88775-c787-44a4-8bb8-86f4495a22b6,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCQ,"8 days, 10:08:14.250",null
PTT-TH-HO-B3-FL1-AP3802I-5,b2f7f196-a589-4dbf-b51a-78eeea4b04cd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVX,"9 days, 17:48:48.420",null
PTT-TH-HO-B3-FL1-AP3802I-6,de0a5463-e243-4deb-84a1-29ee548ba8bd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0Q,"8 days, 10:08:24.550",null
PTT-TH-HO-B3-FL2-AP3802I-1,8ff0cd7c-13d5-4a48-a45c-e6e785804630,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC94,"8 days, 10:08:14.410",null
PTT-TH-HO-B3-FL2-AP3802I-2,33e053d9-f6d6-47b0-ac1f-babb2966a630,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWL,"8 days, 10:08:24.590",null
PTT-TH-HO-B3-FL2-AP3802I-3,195c1b99-77be-4702-b783-d5d683b3dc29,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACA6,"8 days, 10:08:15.260",null
PTT-TH-HO-B3-FL2-AP3802I-4,684a8139-358a-4632-b449-574fb983af5f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW4,"8 days, 10:08:24.610",null
PTT-TH-HO-B3-FL2-AP3802I-5,6cf8d9c2-4635-4f8b-800d-e60fc9590c88,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEJ,"8 days, 10:08:15.470",null
PTT-TH-HO-B3-FL2-AP3802I-6,9a9104f5-e6cc-4118-b47b-20ad8f66fbeb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCS,"8 days, 10:08:25.680",null
PTT-TH-HO-B3-FL2-AP3802I-7,eb02f4db-4172-4ede-8976-fc088eb4a049,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACED,"8 days, 10:08:15.400",null
PTT-TH-HO-B4-FL1A-AP3802-1,e0ae5bbd-f901-4d13-9475-24191b047cc6,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AD03,"8 days, 10:08:43.580",null
PTT-TH-HO-B4-FL1A-AP3802-2,37e7299d-7a05-4fdf-aaaa-5d61f77895f8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZY,"8 days, 10:08:26.510",null
PTT-TH-HO-B4-FL1A-AP3802-3,8a483a60-85a3-4537-8414-e19bbce4ba9d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AD02,"8 days, 10:08:42.630",null
PTT-TH-HO-B4-FL1-AP3802I-1,029d1284-b638-4ba1-a6f7-fbfa81e901c7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVN,"9 days, 17:48:48.200",null
PTT-TH-HO-B4-FL1-AP3802I-2,3a7ba0b3-e2e4-4582-bc8e-bff76645696b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUA,"69 days, 01:27:08.360",null
PTT-TH-HO-B4-FL1-AP3802I-3,3c54afe9-a143-4f2b-bba5-3d4fff1eeacc,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAZ,"69 days, 01:26:25.480",null
PTT-TH-HO-B4-FL1-AP3802I-4,4fbdbdcf-59a6-4b5a-8326-0c2db4f617b3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDK,"69 days, 01:27:35.480",null
PTT-TH-HO-B4-FL1-AP3802I-5,95e24d77-77fa-4593-85de-e23b3dc88262,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2A,"69 days, 01:19:59.500",null
PTT-TH-HO-B4-FL1-AP3802I-6,c914942f-3555-4404-b893-c8737d0bf58b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZL,"8 days, 10:08:43.230",null
PTT-TH-HO-B4-FL1-AP3802I-8,66659f52-6917-4a53-9fee-ee6c0d3d6206,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZG,"70 days, 15:40:08.490",null
PTT-TH-HO-B4-FL2A-AP3802-1,b235ecec-f317-44b2-a6f9-8d0fa025edd2,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AD01,"8 days, 10:08:43.490",null
PTT-TH-HO-B4-FL2A-AP3802-2,fcd14d64-6c03-4bca-8b81-844460458b3e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZZ,"8 days, 10:08:42.630",null
PTT-TH-HO-B4-FL2A-AP3802-3,186ee308-63f1-474d-967e-bbfc8d018677,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZK,"8 days, 10:08:42.640",null
PTT-TH-HO-B4-FL2-AP3802-1,b3f13445-7ff8-4797-983d-9a7947f70ec0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZN,"8 days, 10:08:44.110",null
PTT-TH-HO-B4-FL2-AP3802-2,c42cdb42-3150-4468-a7a8-115b57166889,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZX,"8 days, 10:08:44.410",null
PTT-TH-HO-B4-FL2-AP3802-3,c5360c6d-2106-4277-b20f-99b99de7705d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2303A0TG,"8 days, 10:08:43.490",null
PTT-TH-HO-B4-FL2-AP3802I-1,4ca4f9f0-6cc0-4249-a985-f1c03cb207d5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVR,"8 days, 10:08:40.280",null
PTT-TH-HO-B4-FL2-AP3802I-2,b27e6199-b259-4a68-bc42-7d87123c4a3a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABU1,"8 days, 10:08:40.580",null
PTT-TH-HO-B4-FL2-AP3802I-3,87b840e6-ba3f-49b9-b0b6-eb3379c8519b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2D,"8 days, 10:08:41.430",null
PTT-TH-HO-B4-FL2-AP3802I-4,37603da0-3b2c-4257-862b-2daaa29f96ec,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAE,"8 days, 10:08:41.250",null
PTT-TH-HO-B4-FL2-AP3802I-5,0da9de69-5ac7-455e-b84f-bb59be24d2c0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACB0,"8 days, 10:08:41.700",null
PTT-TH-HO-B4-FL3A-AP2802I-1,986ad418-c737-4e63-9507-11ecf13d402b,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KW,"8 days, 10:08:49.140",null
PTT-TH-HO-B4-FL3A-AP2802I-2,c8717683-49bc-4430-b9be-fbbc835208e9,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0KZ,"8 days, 10:08:49.120",null
PTT-TH-HO-B4-FL3A-AP2802I-3,09fa355b-a66f-4b66-930c-6986e0a6c307,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0L5,"8 days, 10:08:49.160",null
PTT-TH-HO-B4-FL3-AP2802I-1,b12a8b37-bf58-4ee1-9084-1770eb49e7ad,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0L4,"8 days, 10:08:49.160",null
PTT-TH-HO-B4-FL3-AP2802I-2,10c72376-c6fa-4c4c-ad40-9868763271bd,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0H7,"8 days, 10:08:49.160",null
PTT-TH-HO-B4-FL3-AP2802I-3,cdaf5919-05cd-4df0-b2ba-36d6cef88a35,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JA,"8 days, 10:08:49.120",null
PTT-TH-HO-B4-FL4-AP2802I-1,b5743b36-a807-4ff5-9b5d-56be0e19dcec,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0H9,"8 days, 10:08:49.130",null
PTT-TH-HO-B4-FL4-AP2802I-2,adde394f-158f-4231-b1cf-e37adac71b4c,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0K2,"8 days, 10:08:49.140",null
PTT-TH-HO-B4-FL4-AP2802I-3,799be079-038f-4714-a34e-6402490deed8,,Unified AP,AIR-AP2802I-S-K9,ACCESS,FGL2332L0JG,"8 days, 10:08:49.140",null
PTT-TH-HO-B4-FL4-AP3802I-1,3a51bd74-f2b9-4454-9917-febeff2fbfe8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUB,"58 days, 20:17:14.230",null
PTT-TH-HO-B4-ROOFTOP-AP1562D-1,f2654e81-b03b-4e06-8224-672572eae248,,Unified AP,AIR-AP1562D-S-K9,ACCESS,FGL2334L92T,"58 days, 19:33:37.180",null
PTT-TH-HO-B4-ROOFTOP-AP1562D-2,465a7591-0a8a-496b-99e4-758c8462733e,,Unified AP,AIR-AP1562D-S-K9,ACCESS,FGL2334L92H,"8 days, 10:08:48.190",null
PTT-TH-HO-B4-ROOFTOP-AP1562D-3,15544a01-a6e6-47de-9deb-868527e11076,,Unified AP,AIR-AP1562D-S-K9,ACCESS,FGL2334L92Q,"58 days, 19:33:26.190",null
PTT-TH-HO-B4-ROOFTOP-AP1562D-4,b8b146f9-d97f-49e7-a3a9-942147b7a8fa,,Unified AP,AIR-AP1562D-S-K9,ACCESS,FGL2334L912,"8 days, 10:08:48.190",null
PTT-TH-HO-B6-AP3802I-FL6-1,9e00d1e6-19ad-43cd-93f0-ef97fec34dfb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZP,"0day,15:16:26.800",null
PTT-TH-HO-B6-AP3802I-FL6-3,128dae22-d108-46b2-9181-afb8b144cb84,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZM,"0day,15:16:27.800",null
PTT-TH-HO-B6-AP3802I-FL7-1,c7e83285-f2f2-4755-8fce-10cc69c10616,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACZQ,"0day,15:16:27.890",null
